Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2011,2011-11-27,11,12,22.199,NYJ,,BUF,W 28-24,,0,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,0,0,,,,,0,,,0,0,0,,,,,,,
12,2011,2011-12-04,12,13,22.206,NYJ,@,WAS,W 34-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
13,2011,2011-12-11,13,14,22.213,NYJ,,KAN,W 37-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
14,2011,2011-12-18,14,15,22.220,NYJ,@,PHI,L 19-45,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,
15,2011,2011-12-24,15,16,22.226,NYJ,,NYG,L 14-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
16,2011,2012-01-01,16,17,22.234,NYJ,@,MIA,L 17-19,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,
17,2012,2012-09-09,1,1,23.120,NYJ,,BUF,W 48-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,60%,
18,2012,2012-09-16,2,2,23.127,NYJ,@,PIT,L 10-27,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,74%,
19,2012,2012-09-23,3,3,23.134,NYJ,@,MIA,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,23,68%,
20,2012,2012-09-30,4,4,23.141,NYJ,,SFO,L 0-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,70%,
21,2012,2012-10-08,5,5,23.149,NYJ,,HOU,L 17-23,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,23,77%,
22,2012,2012-10-14,6,6,23.155,NYJ,,IND,W 35-9,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5,7%,19,70%,
23,2012,2012-10-21,7,7,23.162,NYJ,@,NWE,L 26-29,,0,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,24,69%,
24,2012,2012-10-28,8,8,23.169,NYJ,,MIA,L 9-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,30,94%,
25,2012,2012-11-11,9,10,23.183,NYJ,@,SEA,L 7-28,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,19,76%,
26,2012,2012-11-18,10,11,23.190,NYJ,@,STL,W 27-13,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,18,69%,
27,2012,2012-11-22,11,12,23.194,NYJ,,NWE,L 19-49,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,65%,
28,2012,2012-12-02,12,13,23.204,NYJ,,ARI,W 7-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,21,81%,
29,2012,2012-12-09,13,14,23.211,NYJ,@,JAX,W 17-10,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,22,79%,
30,2012,2012-12-17,14,15,23.219,NYJ,@,TEN,L 10-14,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,22,81%,
31,2012,2012-12-23,15,16,23.225,NYJ,,SDG,L 17-27,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,65%,
32,2012,2012-12-30,16,17,23.232,NYJ,@,BUF,L 9-28,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0%,0,0%,18,64%,
33,2013,2013-09-08,1,1,24.119,NYJ,,TAM,W 18-17,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,24,77%,
34,2013,2013-09-12,2,2,24.123,NYJ,@,NWE,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,27,79%,
35,2013,2013-09-22,3,3,24.133,NYJ,,BUF,W 27-20,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,2,2%,25,74%,
36,2013,2013-09-29,4,4,24.140,NYJ,@,TEN,L 13-38,,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,23,72%,
37,2013,2013-10-07,5,5,24.148,NYJ,@,ATL,W 30-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,63%,
38,2013,2013-10-13,6,6,24.154,NYJ,,PIT,L 6-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,22,76%,
39,2013,2013-10-20,7,7,24.161,NYJ,,NWE,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,24,62%,
40,2013,2013-10-27,8,8,24.168,NYJ,@,CIN,L 9-49,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,19,63%,
41,2013,2013-11-03,9,9,24.175,NYJ,,NOR,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,65%,
42,2013,2013-11-17,10,11,24.189,NYJ,@,BUF,L 14-37,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,24,71%,
43,2013,2013-11-24,11,12,24.196,NYJ,@,BAL,L 3-19,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,22,79%,
44,2013,2013-12-01,12,13,24.203,NYJ,,MIA,L 3-23,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,18,72%,
45,2013,2013-12-08,13,14,24.210,NYJ,,OAK,W 37-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,59%,
46,2013,2013-12-15,14,15,24.217,NYJ,@,CAR,L 20-30,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,18,64%,
47,2013,2013-12-22,15,16,24.224,NYJ,,CLE,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,65%,
48,2013,2013-12-29,16,17,24.231,NYJ,@,MIA,W 20-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,74%,
49,2014,2014-09-07,1,1,25.118,NYJ,,OAK,W 19-14,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,22,79%,
50,2014,2014-09-14,2,2,25.125,NYJ,@,GNB,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,67%,
51,2014,2014-09-22,3,3,25.133,NYJ,,CHI,L 19-27,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,67%,
52,2014,2014-09-28,4,4,25.139,NYJ,,DET,L 17-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,2%,22,73%,
53,2014,2014-10-05,5,5,25.146,NYJ,@,SDG,L 0-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5,7%,18,72%,
54,2014,2014-10-12,6,6,25.153,NYJ,,DEN,L 17-31,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,25,74%,
55,2014,2014-10-16,7,7,25.157,NYJ,@,NWE,L 25-27,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,65%,
56,2014,2014-10-26,8,8,25.167,NYJ,,BUF,L 23-43,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,2%,22,63%,
57,2014,2014-11-02,9,9,25.174,NYJ,@,KAN,L 10-24,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,13,65%,
58,2014,2014-11-09,10,10,25.181,NYJ,,PIT,W 20-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,65%,
59,2014,2014-11-24,11,12,25.196,NYJ,@,BUF,L 3-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,21,75%,
60,2014,2014-12-01,12,13,25.203,NYJ,,MIA,L 13-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,16,62%,
61,2014,2014-12-07,13,14,25.209,NYJ,@,MIN,L 24-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,58%,
62,2014,2014-12-14,14,15,25.216,NYJ,@,TEN,W 16-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,21,72%,
63,2014,2014-12-21,15,16,25.223,NYJ,,NWE,L 16-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,69%,
64,2014,2014-12-28,16,17,25.230,NYJ,@,MIA,W 37-24,,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,57%,
65,2015,2015-09-14,1,1,26.125,SFO,,MIN,W 20-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,68%,
66,2015,2015-09-20,2,2,26.131,SFO,@,PIT,L 18-43,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,72%,
67,2015,2015-09-27,3,3,26.138,SFO,@,ARI,L 7-47,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,0,0%,19,66%,
68,2015,2015-10-04,4,4,26.145,SFO,,GNB,L 3-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,23,96%,
69,2015,2015-10-11,5,5,26.152,SFO,@,NYG,L 27-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,24,83%,
70,2015,2015-10-18,6,6,26.159,SFO,,BAL,W 25-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,25,83%,
71,2015,2015-10-22,7,7,26.163,SFO,,SEA,L 3-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,24,96%,
72,2015,2015-11-01,8,8,26.173,SFO,@,STL,L 6-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,31,94%,
73,2015,2015-11-08,9,9,26.180,SFO,,ATL,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,26,90%,
74,2015,2015-11-22,10,11,26.194,SFO,@,SEA,L 13-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,26,90%,
75,2015,2015-11-29,11,12,26.201,SFO,,ARI,L 13-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,87%,
76,2015,2015-12-06,12,13,26.208,SFO,@,CHI,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,9%,31,91%,
77,2015,2015-12-13,13,14,26.215,SFO,@,CLE,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,23,92%,
78,2015,2015-12-20,14,15,26.222,SFO,,CIN,L 14-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,27,90%,
79,2015,2015-12-27,15,16,26.229,SFO,@,DET,L 17-32,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,24,86%,
80,2015,2016-01-03,16,17,26.236,SFO,,STL,W 19-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,28,85%,
81,2016,2016-09-12,1,1,27.123,SFO,,LAR,W 28-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,22,81%,
82,2016,2016-09-18,2,2,27.129,SFO,@,CAR,L 27-46,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,25,62%,
83,2016,2016-09-25,3,3,27.136,SFO,@,SEA,L 18-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,2,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0%,9,13%,21,68%,
84,2016,2016-10-02,4,4,27.143,SFO,,DAL,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,38%,21,84%,
85,2016,2016-10-06,5,5,27.147,SFO,,ARI,L 21-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,7,4,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0%,68,100%,15,41%,
86,2016,2016-10-16,6,6,27.157,SFO,@,BUF,L 16-45,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,9,3,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0%,79,100%,12,36%,
87,2016,2016-10-23,7,7,27.164,SFO,,TAM,L 17-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,74,99%,12,40%,
88,2016,2016-11-06,8,9,27.178,SFO,,NOR,L 23-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,78,90%,10,31%,
89,2016,2016-11-13,9,10,27.185,SFO,@,ARI,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,95%,16,55%,
90,2016,2016-11-20,10,11,27.192,SFO,,NWE,L 17-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,76,99%,15,48%,
91,2016,2016-11-27,11,12,27.199,SFO,@,MIA,L 24-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,4,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,55,93%,13,45%,
92,2016,2016-12-04,12,13,27.206,SFO,@,CHI,L 6-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,98%,12,41%,
93,2016,2016-12-11,13,14,27.213,SFO,,NYJ,L 17-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,84,100%,10,33%,
94,2016,2016-12-18,14,15,27.220,SFO,@,ATL,L 13-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,3,4%,1,3%,
95,2016,2016-12-24,,16,,SFO,@,LAR,W 22-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
96,2016,2017-01-01,,17,,SFO,,SEA,L 23-25,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
97,2017,2017-09-18,,2,,DET,@,NYG,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
98,2017,2017-09-24,3,3,28.135,DET,,ATL,L 26-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,51%,21,64%,
99,2017,2017-10-01,4,4,28.142,DET,@,MIN,W 14-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,75%,12,52%,
100,2017,2017-10-08,5,5,28.149,DET,,CAR,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,3,5%,7,11%,28,88%,
101,2017,2017-10-15,6,6,28.156,DET,@,NOR,L 38-52,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,1%,2,3%,39,85%,
102,2017,2017-10-29,7,8,28.170,DET,,PIT,L 15-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,1%,15,23%,22,81%,
103,2017,2017-11-06,8,9,28.178,DET,@,GNB,W 30-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,65%,
104,2017,2017-11-12,9,10,28.184,DET,,CLE,W 38-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,1%,25,81%,
105,2017,2017-11-19,10,11,28.191,DET,@,CHI,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,23,79%,
106,2017,2017-11-23,11,12,28.195,DET,,MIN,L 23-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,5%,26,81%,
107,2017,2017-12-03,12,13,28.205,DET,@,BAL,L 20-44,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,31,89%,
108,2017,2017-12-10,,14,,DET,@,TAM,W 24-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
109,2017,2017-12-16,14,15,28.218,DET,,CHI,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,78%,
110,2017,2017-12-24,15,16,28.226,DET,@,CIN,L 17-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,26,87%,
111,2017,2017-12-31,16,17,28.233,DET,,GNB,W 35-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,22,79%,
112,2018,2018-09-10,1,1,29.121,DET,,NYJ,L 17-48,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,18,56%,
113,2018,2018-09-16,2,2,29.127,DET,@,SFO,L 27-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,23,68%,
